"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eif3g",2.17616752182258e-10,0.315308755360389,0.168,0.48,3.13215791415923e-06,"1","Eif3g"
"Vapa",2.32633410823311e-10,0.557793798859653,0.219,0.578,3.34829268197992e-06,"1","Vapa"
"Oaz2",2.3620029841713e-10,0.352846836401849,0.143,0.445,3.39963089511775e-06,"1","Oaz2"
"Psmd4",2.53566578939589e-10,0.238177630622844,0.214,0.538,3.64958377067751e-06,"1","Psmd4"
"Snx3",2.63475840652707e-10,0.376305205492893,0.122,0.412,3.79220777451442e-06,"1","Snx3"
"Ddx39b",2.79439937396963e-10,0.27446837238044,0.219,0.558,4.02197901895449e-06,"1","Ddx39b"
"Zfos1",3.06794852513158e-10,0.229177516801168,0.204,0.53,4.41569831222188e-06,"1","Zfos1"
"Suclg1",3.19270626082459e-10,0.271462980606356,0.112,0.379,4.59526212120484e-06,"1","Suclg1"
"Zfp207",3.21946566578451e-10,0.531923807287838,0.153,0.447,4.63377693276365e-06,"1","Zfp207"
"Coa3",3.33188043755376e-10,0.401033535745628,0.158,0.453,4.79557551377113e-06,"1","Coa3"
"Rnf10",3.50387402293102e-10,0.383466886685374,0.107,0.364,5.04312588120461e-06,"1","Rnf10"
"BC031181",3.93005067458095e-10,0.284338391727214,0.199,0.519,5.65652193592436e-06,"1","BC031181"
"Sin3b",3.9322357417204e-10,0.296231552285621,0.153,0.447,5.65966690305817e-06,"1","Sin3b"
"Ndufa1",3.98018639292984e-10,0.374819959385533,0.153,0.45,5.72868227534392e-06,"1","Ndufa1"
"Ewsr1",4.06408806187029e-10,0.333771126547876,0.204,0.541,5.84944194744991e-06,"1","Ewsr1"
"Btf3l4",4.40663665399697e-10,0.454410172382751,0.184,0.498,6.34247213609783e-06,"1","Btf3l4"
"Tomm22",4.47649569724336e-10,0.3572068893771,0.204,0.536,6.44302025704236e-06,"1","Tomm22"
"Uqcr10",4.89464973295845e-10,0.278567978653527,0.25,0.618,7.0448693606471e-06,"1","Uqcr10"
"Cript",5.77304732214535e-10,0.295469335745345,0.189,0.497,8.3091470107638e-06,"1","Cript"
"Calr",6.00101113236e-10,0.208140216305678,0.224,0.563,8.63725532280574e-06,"1","Calr"
"Fis1",6.33551331329929e-10,0.524166758601566,0.255,0.625,9.11870431183167e-06,"1","Fis1"
"Dstn",6.35231354625611e-10,0.276143612154448,0.265,0.655,9.14288488712643e-06,"1","Dstn"
"Mrps33",6.94259959224912e-10,0.408108027014194,0.27,0.647,9.99248359312415e-06,"1","Mrps33"
"Cdc26",7.21253322171046e-10,0.266717306799678,0.133,0.397,1.03809990660079e-05,"1","Cdc26"
"Psma6",7.92974465864944e-10,0.276515434674104,0.276,0.641,1.14132814871941e-05,"1","Psma6"
"Rabac1",8.08341179562825e-10,0.29880074409028,0.133,0.395,1.16344545974477e-05,"1","Rabac1"
"Ier3ip1",8.18483997743872e-10,0.260664537399333,0.128,0.403,1.17804401795276e-05,"1","Ier3ip1"
"Nasp",8.81015011944297e-10,0.219457719858895,0.153,0.44,1.26804490669143e-05,"1","Nasp"
"U2af1",9.43454567785491e-10,0.372666282066282,0.255,0.613,1.35791415941366e-05,"1","U2af1"
"Polr2j",9.63216727178159e-10,0.311311931857604,0.168,0.467,1.38635783542752e-05,"1","Polr2j"
"Uqcrb",9.65306130377777e-10,0.293282931228316,0.281,0.676,1.38936511345273e-05,"1","Uqcrb"
"Anapc11",1.05631726983464e-09,0.468276301823788,0.194,0.52,1.520357446473e-05,"1","Anapc11"
"Snrpd3",1.07399132798481e-09,0.234052098788367,0.179,0.472,1.54579571836853e-05,"1","Snrpd3"
"Gstm51",1.07592922417728e-09,0.243859526095802,0.158,0.44,1.54858493235836e-05,"1","Gstm5"
"Prdx5",1.08164091053608e-09,0.497556463633572,0.219,0.531,1.55680576253458e-05,"1","Prdx5"
"Pgam11",1.08739944683345e-09,0.242997704909651,0.245,0.589,1.56509402382739e-05,"1","Pgam1"
"Rpl411",1.34757096205544e-09,0.625608383583647,0.867,0.969,1.9395588856864e-05,"1","Rpl41"
"Psmd14",1.35227874127857e-09,0.187887679756058,0.173,0.442,1.94633479232224e-05,"1","Psmd14"
"Rpl37",1.4652606369314e-09,0.596651507928944,0.816,0.944,2.10894963473537e-05,"1","Rpl37"
"Med10",1.49149818155723e-09,0.450368158754724,0.138,0.393,2.14671333271532e-05,"1","Med10"
"Stub1",1.52157794279849e-09,0.300237100954561,0.153,0.429,2.19000713306987e-05,"1","Stub1"
"Hdac2",1.53797840843713e-09,0.304174187272721,0.245,0.599,2.21361232326356e-05,"1","Hdac2"
"Gltscr2",1.56086299975613e-09,0.47352541287949,0.184,0.486,2.246550115549e-05,"1","Gltscr2"
"Ctnnb1",1.59405838568555e-09,0.338903015222167,0.158,0.451,2.29432823451721e-05,"1","Ctnnb1"
"Uba52",1.62030124046319e-09,0.199548927122554,0.143,0.422,2.33209957539868e-05,"1","Uba52"
"Apex1",1.64749450567592e-09,0.263683713223317,0.184,0.478,2.37123884201935e-05,"1","Apex1"
"Atp6v0e2",1.66969204778249e-09,0.294741156677108,0.117,0.373,2.40318776437333e-05,"1","Atp6v0e2"
"Aamp",1.7155438800178e-09,0.400877633912193,0.102,0.348,2.46918230650962e-05,"1","Aamp"
"Ube2v2",1.81115516673789e-09,0.500022408062095,0.148,0.42,2.60679563148584e-05,"1","Ube2v2"
"Arl3",1.87018381036396e-09,0.448051121561498,0.224,0.552,2.69175555825685e-05,"1","Arl3"
"Sec61g",1.87439703818228e-09,0.191957849400983,0.362,0.804,2.69781965705576e-05,"1","Sec61g"
"Cct5",1.98628133335241e-09,0.186874992305142,0.296,0.707,2.85885472309413e-05,"1","Cct5"
"Cnbp1",1.98996205103426e-09,0.280446835925234,0.281,0.669,2.86415238005361e-05,"1","Cnbp"
"Impdh21",2.4438518157866e-09,0.404094736092429,0.107,0.357,3.51743591846165e-05,"1","Impdh2"
"Aurkaip1",2.58903309997615e-09,0.282146253539674,0.128,0.382,3.72639534079567e-05,"1","Aurkaip1"
"Cox14",2.69050055265797e-09,0.270951233174696,0.184,0.475,3.87243744544061e-05,"1","Cox14"
"Serf1",2.69813784025509e-09,0.242337829468376,0.306,0.696,3.88342979347915e-05,"1","Serf1"
"Mrpl11",2.90880723530365e-09,0.495359407877595,0.133,0.393,4.18664625377254e-05,"1","Mrpl11"
"Hnrnph3",2.94958597414036e-09,0.294830882835371,0.214,0.528,4.24533909258022e-05,"1","Hnrnph3"
"Atp6v1e1",3.0703451145609e-09,0.465580527459688,0.173,0.467,4.41914772338751e-05,"1","Atp6v1e1"
"Cox7b",3.259238663991e-09,0.494696764485697,0.306,0.708,4.69102220908224e-05,"1","Cox7b"
"Sfr1",3.45654632400345e-09,0.287344280214403,0.214,0.519,4.97500712413817e-05,"1","Sfr1"
"Sdhb",3.50256416050782e-09,0.344794801601681,0.265,0.611,5.0412405962189e-05,"1","Sdhb"
"Bbip1",3.70327082353246e-09,0.47030133852344,0.163,0.44,5.33011769631027e-05,"1","Bbip1"
"Sec62",3.73962853240505e-09,0.523291503790505,0.133,0.389,5.38244734669058e-05,"1","Sec62"
"Cct2",3.86560584309005e-09,0.346389071654183,0.27,0.641,5.56376648995951e-05,"1","Cct2"
"Lamtor4",3.92248908254215e-09,0.332387070488278,0.112,0.361,5.64563853650291e-05,"1","Lamtor4"
"Txn2",4.43457940205015e-09,0.336720506853704,0.158,0.423,6.38269013337078e-05,"1","Txn2"
"Cct8",4.49636943064735e-09,0.208196375108802,0.27,0.619,6.47162452153073e-05,"1","Cct8"
"Top2b",4.53409888368518e-09,0.358209535318597,0.066,0.276,6.52592852328807e-05,"1","Top2b"
"Svbp",5.00700938382167e-09,0.25513285425862,0.214,0.53,7.20658860613454e-05,"1","Svbp"
"Mrpl33",5.12232944511219e-09,0.31260056428708,0.122,0.375,7.37256877034997e-05,"1","Mrpl33"
"Pdap1",5.21569468360053e-09,0.516121254230398,0.316,0.724,7.50694935810624e-05,"1","Pdap1"
"Zfand5",5.40089963074557e-09,0.244410043260099,0.102,0.335,7.77351483853209e-05,"1","Zfand5"
"Arpc1a",5.59314823610564e-09,0.35873772643826,0.214,0.513,8.05021825622685e-05,"1","Arpc1a"
"Pfdn2",5.64444764180618e-09,0.329524230121341,0.265,0.618,8.12405349085164e-05,"1","Pfdn2"
"Eif3c",5.75873261233211e-09,0.192903964770992,0.148,0.425,8.2885438489296e-05,"1","Eif3c"
"Klc1",5.88311434652007e-09,0.232979379115542,0.148,0.409,8.46756647894634e-05,"1","Klc1"
"Rufy3",6.01597562429232e-09,0.239494276915058,0.128,0.381,8.65879371604393e-05,"1","Rufy3"
"Pgls",7.3829680570602e-09,0.352474663587819,0.189,0.486,0.000106263059245267,"1","Pgls"
"Chchd1",7.39129205520876e-09,0.394488544775952,0.194,0.484,0.00010638286655062,"1","Chchd1"
"1110008F13Rik",7.41627186779516e-09,0.294866604245348,0.122,0.368,0.000106742400993176,"1","1110008F13Rik"
"Phb2",8.16615847739977e-09,0.311437747320286,0.219,0.53,0.000117535518965215,"1","Phb2"
"Atp5d",8.45032033632307e-09,0.397356773486911,0.321,0.732,0.000121625460600698,"1","Atp5d"
"Hnrnpm",8.46473009195898e-09,0.338899578197174,0.179,0.464,0.000121832860213566,"1","Hnrnpm"
"Eif5b",8.81038528584502e-09,0.214174907755473,0.168,0.426,0.000126807875419167,"1","Eif5b"
"Ntan1",9.08901725407345e-09,0.190370982308614,0.148,0.412,0.000130818225337879,"1","Ntan1"
"Atp5g1",9.29390731730255e-09,0.534766083273996,0.286,0.643,0.000133767208017936,"1","Atp5g1"
"Ndufa3",9.81948716530004e-09,0.581393070771897,0.214,0.533,0.000141331878770163,"1","Ndufa3"
"Ssb",9.88991743921403e-09,0.363878785588813,0.265,0.596,0.000142345581702607,"1","Ssb"
"Timm13",1.02577735162529e-08,0.309918233460918,0.291,0.643,0.000147640134219428,"1","Timm13"
"Ndufb2",1.04711729058213e-08,0.499863959753382,0.194,0.483,0.000150711591633486,"1","Ndufb2"
"Gnb2",1.08175678677847e-08,0.196540083734743,0.352,0.796,0.000155697254321025,"1","Gnb2"
"Mrps16",1.09102826683781e-08,0.441762115024962,0.061,0.265,0.000157031698445965,"1","Mrps16"
"Ddit4",1.11217187655079e-08,0.236301586596383,0.087,0.307,0.000160074898191955,"1","Ddit4"
"Eif6",1.1122304652053e-08,0.489972455961875,0.112,0.348,0.000160083330856998,"1","Eif6"
"Myl6",1.16063241762699e-08,0.231075979521407,0.311,0.696,0.000167049823869053,"1","Myl6"
"Dda1",1.17432819564517e-08,0.272699591629076,0.128,0.375,0.000169021057199209,"1","Dda1"
"Ndufa121",1.18735324495552e-08,0.225243583299448,0.27,0.607,0.000170895752546447,"1","Ndufa12"
"Ccdc124",1.19491494885764e-08,0.294556212828412,0.168,0.439,0.00017198410858908,"1","Ccdc124"
"Mrps12",1.20053765377381e-08,0.251886763461016,0.077,0.284,0.000172793384507665,"1","Mrps12"
"Psmd8",1.20131269543056e-08,0.228301126766966,0.23,0.542,0.00017290493625332,"1","Psmd8"
"Trmt112",1.30678314186434e-08,0.458841437961431,0.128,0.373,0.000188085297608535,"1","Trmt112"
"Apbb1",1.3094644178124e-08,0.237315009979672,0.092,0.312,0.000188471213655739,"1","Apbb1"
"Arpc2",1.55265661782457e-08,0.452844981372486,0.235,0.534,0.000223473867003491,"1","Arpc2"
"Sh3bgrl",1.55506409465962e-08,0.21602393744486,0.163,0.434,0.000223820375144359,"1","Sh3bgrl"
"Eno11",1.59076883581836e-08,0.332486479560923,0.209,0.495,0.000228959358539337,"1","Eno1"
"Tceal8",1.62484332671936e-08,0.532352098836517,0.117,0.362,0.000233863700014718,"1","Tceal8"
"Ubxn1",1.64767568252704e-08,0.6144291685821,0.219,0.533,0.000237149960986117,"1","Ubxn1"
"Ptbp2",1.64992093518504e-08,0.381851044171737,0.102,0.328,0.000237473120201183,"1","Ptbp2"
"U2af2",1.6639806521358e-08,0.377517553177511,0.107,0.332,0.000239496735261906,"1","U2af2"
"Rbm18",1.67072198343483e-08,0.358541161368757,0.102,0.328,0.000240467015075774,"1","Rbm18"
"Ndufs2",1.86790854182856e-08,0.232733907339026,0.168,0.436,0.000268848076425385,"1","Ndufs2"
"1810037I17Rik1",1.86889402931358e-08,0.384609537741982,0.112,0.343,0.000268989917639104,"1","1810037I17Rik"
"Uqcrfs1",1.91807303377896e-08,0.573189041789224,0.224,0.534,0.000276068251751805,"1","Uqcrfs1"
"Cnpy2",1.93455413288844e-08,0.37914514927041,0.153,0.398,0.000278440376346633,"1","Cnpy2"
"Cycs",1.99604477000005e-08,0.279945534048649,0.25,0.583,0.000287290723746107,"1","Cycs"
"Lamtor2",2.07196079871834e-08,0.425454981070261,0.173,0.451,0.000298217317759531,"1","Lamtor2"
"Polr2f",2.10643086322403e-08,0.3220001090442,0.23,0.542,0.000303178594143835,"1","Polr2f"
"Sars",2.13627242305416e-08,0.295082958738199,0.179,0.448,0.000307473689850186,"1","Sars"
"Cisd2",2.14691934573913e-08,0.556434181337423,0.066,0.265,0.000309006101432233,"1","Cisd2"
"Sarnp",2.16751029605242e-08,0.526652270068392,0.184,0.461,0.000311969756910824,"1","Sarnp"
"Map1lc3a",2.1754021849099e-08,0.241010879903757,0.214,0.53,0.000313105636474082,"1","Map1lc3a"
"Imp3",2.18582759076248e-08,0.280999373673353,0.128,0.361,0.000314606165138444,"1","Imp3"
"Ssna1",2.18583803583401e-08,0.183358235521162,0.112,0.343,0.000314607668497589,"1","Ssna1"
"Sdhc",2.30222833398884e-08,0.228507700096638,0.092,0.309,0.000331359724111014,"1","Sdhc"
"Cwc15",2.44769528537085e-08,0.619803681557665,0.179,0.469,0.000352296782423426,"1","Cwc15"
"Snrpg",2.47751605552117e-08,0.297203499010876,0.301,0.669,0.000356588885871163,"1","Snrpg"
"Ndufa7",2.58330916111583e-08,0.315965154286164,0.306,0.694,0.000371815687559402,"1","Ndufa7"
"Taldo1",2.62283418933602e-08,0.373335976346453,0.245,0.58,0.000377504524871134,"1","Taldo1"
"Sh3bgrl3",2.64215408974345e-08,0.196899577578943,0.168,0.444,0.000380285238136775,"1","Sh3bgrl3"
"Eif3d",2.72495189363593e-08,0.222089266666118,0.148,0.404,0.000392202326051019,"1","Eif3d"
"Fscn1",2.73240179689479e-08,0.484908884376491,0.214,0.516,0.000393274590627067,"1","Fscn1"
"Rpl61",2.75743326610795e-08,0.580738752365114,0.842,0.937,0.000396877369990918,"1","Rpl6"
"Cmpk1",2.95482207213082e-08,0.455303168780876,0.148,0.4,0.000425287540841789,"1","Cmpk1"
"Acin1",2.9560988317999e-08,0.298134309077024,0.194,0.469,0.000425471304860959,"1","Acin1"
"Gm8730",3.13114895347152e-08,0.510192460080893,0.199,0.495,0.000450666268873156,"1","Gm8730"
"Calm3",3.60655552537928e-08,0.340297229155161,0.27,0.618,0.000519091536767841,"1","Calm3"
"Tmem2561",3.82832645897646e-08,0.367035792645126,0.189,0.461,0.000551011027240482,"1","Tmem256"
"Rpl36al1",3.87425534277211e-08,0.198799106984978,0.332,0.729,0.000557621571485189,"1","Rpl36al"
"Arl2bp",4.11907516469884e-08,0.348735881113312,0.138,0.382,0.000592858488455104,"1","Arl2bp"
"Rad23b",4.25507155593704e-08,0.463507055823603,0.128,0.371,0.000612432449046018,"1","Rad23b"
"Zranb2",4.43546248056117e-08,0.543971708592655,0.107,0.328,0.00063839611482717,"1","Zranb2"
"Tmed4",4.52597691576127e-08,0.208692227709978,0.087,0.292,0.00065142385748552,"1","Tmed4"
"Ube2n",4.57017000983878e-08,0.274301661078951,0.281,0.619,0.000657784569516095,"1","Ube2n"
"Tomm71",4.59496982979475e-08,0.472367578936056,0.26,0.6,0.000661354007602358,"1","Tomm7"
"Rpl6l",4.71644690497045e-08,0.342803966671718,0.143,0.39,0.000678838203032397,"1","Rpl6l"
"Rpl321",4.73491414101774e-08,0.488603996563007,0.903,0.97,0.000681496192316684,"1","Rpl32"
"Cox20",4.86048500118106e-08,0.218325953950876,0.158,0.412,0.00069956960621999,"1","Cox20"
"Ndufb10",4.88368251483472e-08,0.440044590343777,0.276,0.621,0.000702908424360162,"1","Ndufb10"
"Hsd17b10",4.98667836637811e-08,0.372195385499153,0.143,0.378,0.000717732617272801,"1","Hsd17b10"
"Idh3g",5.0126669399698e-08,0.671826136153956,0.128,0.367,0.000721473152669853,"1","Idh3g"
"Ahsa2",5.51622966606405e-08,0.644845789972575,0.158,0.408,0.000793950935836598,"1","Ahsa2"
"Ccdc12",5.71130466201326e-08,0.431411713076082,0.133,0.368,0.000822028080003569,"1","Ccdc12"
"Ccl27a",5.89952813864075e-08,0.437254402698837,0.112,0.332,0.000849119084994564,"1","Ccl27a"
"Tpm3",5.98593964775255e-08,0.338990254734514,0.173,0.431,0.000861556293501024,"1","Tpm3"
"Psmd7",6.22956863119904e-08,0.303911373175795,0.214,0.505,0.000896621813088478,"1","Psmd7"
"Rlbp11",6.56754591675344e-08,0.352774144379515,0.092,0.301,0.000945266883798322,"1","Rlbp1"
"Polr2k",6.71072982846459e-08,0.270684354891495,0.189,0.451,0.000965875344210909,"1","Polr2k"
"Acbd6",6.74146170863705e-08,0.201821280059651,0.122,0.342,0.000970298583724131,"1","Acbd6"
"Snf8",7.02324672013668e-08,0.231230248184747,0.128,0.354,0.00101085590042927,"1","Snf8"
"Gdpd1",7.02674527898445e-08,0.601048365370728,0.143,0.382,0.00101135944800423,"1","Gdpd1"
"Nop10",7.07128618865701e-08,0.484054130228871,0.23,0.531,0.0010177702211334,"1","Nop10"
"Ptp4a1",7.12310164388301e-08,0.64345692352697,0.143,0.386,0.00102522801960408,"1","Ptp4a1"
"Sbk1",7.715839658063e-08,0.357982303721505,0.184,0.431,0.00111054080198501,"1","Sbk1"
"Arl1",7.88554534707877e-08,0.265962833933004,0.107,0.317,0.00113496654180505,"1","Arl1"
"Dad1",8.01467619484958e-08,0.388575013336148,0.23,0.539,0.0011535523447247,"1","Dad1"
"Aldoa",8.0261215552655e-08,0.537014562173578,0.163,0.418,0.00115519967544936,"1","Aldoa"
"Ccdc341",8.09313308732182e-08,0.279213312582934,0.133,0.356,0.00116484464525823,"1","Ccdc34"
"Polr2i",8.14266482393996e-08,0.463758001521585,0.168,0.423,0.00117197374810968,"1","Polr2i"
"2700060E02Rik",8.41001761689204e-08,0.228058562396854,0.347,0.721,0.00121045383559927,"1","2700060E02Rik"
"Mrps141",8.49604271104287e-08,0.196760270838589,0.138,0.367,0.0012228354274004,"1","Mrps14"
"Rps14",8.87816558812135e-08,0.55926589658728,0.878,0.975,0.00127783437309831,"1","Rps14"
"Txndc17",8.88340613352823e-08,0.549790926873476,0.173,0.431,0.00127858864479872,"1","Txndc17"
"Med19",8.93755621147146e-08,0.328664897188394,0.107,0.318,0.00128638246551709,"1","Med19"
"Ttc9b",8.9958981149462e-08,0.357677024162794,0.173,0.434,0.00129477961568421,"1","Ttc9b"
"Ndufv3",9.43035688970887e-08,0.387076869755481,0.199,0.472,0.0013573112671358,"1","Ndufv3"
"Atp6v0e",9.51945757180378e-08,0.309450445089939,0.153,0.382,0.00137013552830972,"1","Atp6v0e"
"Dynll2",9.54559588869746e-08,0.300377970418434,0.138,0.376,0.00137389761626023,"1","Dynll2"
"Rnf5",9.61645124098476e-08,0.233419696948348,0.143,0.37,0.00138409582711494,"1","Rnf5"
"Fam103a1",9.74256637751629e-08,0.558457315167863,0.128,0.361,0.00140224757871592,"1","Fam103a1"
"Timm10b",1.00544971479019e-07,0.346405699873985,0.071,0.262,0.00144714377449753,"1","Timm10b"
"Stra13",1.00967885539685e-07,0.279370210335307,0.077,0.271,0.00145323077657269,"1","Stra13"
"Rbmxl1",1.02069244201917e-07,0.262392819446922,0.179,0.442,0.0014690826317982,"1","Rbmxl1"
"Nap1l4",1.06618502852948e-07,0.469050054474001,0.209,0.486,0.00153456011156248,"1","Nap1l4"
"Rab1a",1.06857420292916e-07,0.526651932598626,0.179,0.447,0.00153799885027594,"1","Rab1a"
"Eif2s1",1.07281632804575e-07,0.528544543087151,0.122,0.35,0.00154410454095624,"1","Eif2s1"
"Sf3b51",1.10763396775334e-07,0.361088922766595,0.184,0.453,0.00159421756978739,"1","Sf3b5"
"Eif3m",1.23318155437508e-07,0.562967828531124,0.25,0.555,0.00177491821121205,"1","Eif3m"
"Ebna1bp2",1.27041550609582e-07,0.188903528200887,0.117,0.332,0.00182850903792371,"1","Ebna1bp2"
"Gpx4",1.30736401511412e-07,0.520997020910583,0.316,0.694,0.00188168902695375,"1","Gpx4"
"Zmat2",1.37352342942717e-07,0.311471714478973,0.204,0.476,0.00197691227197453,"1","Zmat2"
"Maf1",1.38249326429343e-07,0.605502748085102,0.173,0.436,0.00198982255529753,"1","Maf1"
"Syncrip",1.40641947312914e-07,0.575753493270248,0.102,0.306,0.00202425954767477,"1","Syncrip"
"Smim14",1.41999367213631e-07,0.296929944022237,0.133,0.35,0.00204379689230579,"1","Smim14"
"Myeov2",1.48105767259477e-07,0.733542514000373,0.27,0.61,0.00213168630816566,"1","Myeov2"
"Immt",1.48197092952486e-07,0.389224627299736,0.092,0.288,0.00213300075886514,"1","Immt"
"Cisd1",1.49595749012983e-07,0.50804881425276,0.204,0.473,0.00215313161554387,"1","Cisd1"
"Pafah1b2",1.54575399955481e-07,0.494618851641622,0.138,0.364,0.00222480373155923,"1","Pafah1b2"
"Mrpl21",1.58426903342121e-07,0.835074195556,0.112,0.328,0.00228023841980315,"1","Mrpl21"
"Fopnl",1.58740420627785e-07,0.290458140173228,0.082,0.276,0.00228475087409571,"1","Fopnl"
"Arpc3",1.6345917026502e-07,0.327379572668023,0.276,0.602,0.00235266783762444,"1","Arpc3"
"Zfp422",1.6536450148908e-07,0.322826951616728,0.153,0.382,0.00238009126993232,"1","Zfp422"
"Sumo3",1.6732368226719e-07,0.621586462222524,0.209,0.491,0.00240828975887167,"1","Sumo3"
"Gm16286",1.72643012864896e-07,0.381826559175919,0.112,0.313,0.00248485088416445,"1","Gm16286"
"Phf5a",1.72847326769181e-07,0.377260890346432,0.158,0.4,0.00248779157418883,"1","Phf5a"
"Swi5",1.74598092033307e-07,0.282234390469681,0.316,0.68,0.00251299033863538,"1","Swi5"
"Trp53",1.77437765669899e-07,0.361417959146727,0.122,0.342,0.00255386176128685,"1","Trp53"
"Arpc5",1.79861805984241e-07,0.340151475443114,0.219,0.5,0.00258875097353118,"1","Arpc5"
"Pfn11",1.91867686607491e-07,0.371141178770395,0.117,0.329,0.00276155161334161,"1","Pfn1"
"Atox1",2.00758658334224e-07,0.673112606281816,0.173,0.422,0.00288951936940448,"1","Atox1"
"Sub1",2.0471308481574e-07,0.352463401967913,0.347,0.715,0.00294643542975294,"1","Sub1"
"Commd4",2.05945060938533e-07,0.628978765745912,0.087,0.279,0.0029641672620883,"1","Commd4"
"Rae1",2.1172531568423e-07,0.243309147108161,0.107,0.313,0.00304736246864312,"1","Rae1"
"Srp9",2.22034171128563e-07,0.489885378685552,0.224,0.508,0.00319573782505341,"1","Srp9"
"Eci2",2.24301224536697e-07,0.290819807528236,0.097,0.303,0.00322836752475668,"1","Eci2"
"Trappc2l",2.39810239624572e-07,0.422553244986457,0.148,0.382,0.00345158877891646,"1","Trappc2l"
"Saraf",2.46440370447191e-07,0.215070715924458,0.107,0.309,0.00354701625184642,"1","Saraf"
"Srp14",2.465303420818e-07,0.486707489089022,0.286,0.625,0.00354831121358334,"1","Srp14"
"Ndufb3",2.52874987261745e-07,0.660715336431278,0.189,0.455,0.0036396296916583,"1","Ndufb3"
"Dnajc19",2.63316939097975e-07,0.242505850833146,0.117,0.32,0.00378992070443716,"1","Dnajc19"
"Mrps7",2.66318515194165e-07,0.325864468421474,0.077,0.262,0.00383312238918962,"1","Mrps7"
"Ddx1",2.71514739617352e-07,0.413921481211714,0.092,0.295,0.00390791164731255,"1","Ddx1"
"Eif4a2",2.83936719588533e-07,0.336883008668778,0.281,0.618,0.00408670120503775,"1","Eif4a2"
"Rpl11",2.8568089796434e-07,0.505735528948211,0.837,0.947,0.00411180516440075,"1","Rpl11"
"Slc25a11",2.9429153890898e-07,0.450475292493195,0.128,0.339,0.00423573811951694,"1","Slc25a11"
"Hsbp1",2.98008004204165e-07,0.316922404210806,0.311,0.682,0.00428922920451055,"1","Hsbp1"
"Capns1",2.99141566600743e-07,0.508167432782886,0.133,0.356,0.00430554456808449,"1","Capns1"
"Tax1bp1",3.00214570397503e-07,0.217252620460207,0.102,0.306,0.00432098831173126,"1","Tax1bp1"
"Scrn11",3.0264643190773e-07,0.261057333746182,0.102,0.298,0.00435599009444796,"1","Scrn1"
"Wdr89",3.20956453270725e-07,0.227654896169735,0.128,0.346,0.00461952623192555,"1","Wdr89"
